Date,Content,Rating,Version
9/1/2020,Edit. I have since deleted the app and reinstalled it and it works ok now. App is useless. Supposed to be able to manually add visits but there is no way I can find to do this on my phone.,4,1.2.0
9/1/2020,Still cant sign up,1,1.2.0
9/1/2020,"In every instance, this app failed to work. I've deleted it. Happy to try again, but have no expectation of any change. Found the interface clunky and time consuming. ONE WAVE LATER: Happy to report that I've had more success this time around. I can now scan bar-codes and diary is there. My only glitch is losing entries when switching phones. Glad to see teething problems seem to have been addressed.",3,1.2.0
9/1/2020,Hope it does its job,5,1.2.0
9/1/2020,Fast and easy to use. Recommended. (Samsung S9).,5,1.2.0
9/1/2020,"Password required too long. Not happy about camera access as I do not let browsers & other apps access it. Better to receive code before entering data in app. Have been using app more often, when visiting commercial sites particularly. I fund it very straight forward. I am looking to update - understand ideally I should now register my NH no. Just need to ascertain update details.",3,1.2.0
9/1/2020,Useless. At first it wouldn't work. Then it worked for a while but had to login each time with a 10 character password etc. Not helpful App is now working flawless and doing what it's expected. Very happy and easy to use. Thanks.,5,1.2.0
9/1/2020,After initial hiccups app seems to be working much more consistently now.,4,1.2.0
9/1/2020,Very frustrating - would not accept any of the email verification codes just kept sending more until it said too many attempts. Any wonder people abandon this. Update: tried again a few days later using a different device to get the verification code and all went ok - no problems with app since - easy to use.,5,1.2.0
9/1/2020,"Issue fixed itself, would let me past the log in screen after about half an hour once the account was set up",4,1.2.0
9/1/2020,Be good if it worked typical nz govament . It dont work !,1,1.2.0
9/1/2020,U need to fix this app so it can actually help people especially with this 2nd outbreak ðð¤¦ð»ââï¸edit: all fixed now great job. the problem was tht there was an error when doing the confirmation number when creating an account,5,1.2.0
9/1/2020,Covid tracer caused the phone to close down everytime the app was opened,1,1.2.0
9/1/2020,Cant download,1,1.2.0
8/31/2020,The scanner doesnt even work... Closes the app when i try to scan... Negative stars... Just use a normal scanner if possible,1,1.2.0
8/31/2020,Sometimes when I am in a rush it will not work and will not want to sign in,4,1.2.0
8/31/2020,"Very good app. Easy to use, scans the QR codes fast and keeps track of everything. Convenient to use during this pandemic.",5,1.2.0
8/31/2020,"I've tried scanning about 10 different codes but not a single one scanned properly. I mean surely Countdown supermarket is using qr codes compatible with this app? Edit: Just checked the Countdown QR code and it is the MBIE Ministry of health one so should work with this app, but tried again and it just doesn't scan at all. Edit 2: After 2 or 3 months the scanner has now started working properly! ð",4,1.2.0
8/31/2020,"Works really well, the longest step to sign in is to get my phone out of my bag. It would be good to be able to add extra details to qr code scanned entries (eg who I was with, which bus stop...)",5,1.2.0
8/31/2020,Does not give any usefull feedback when you do something wrong.,1,1.2.0
8/31/2020,Changing to Rippl .... Now!,1,1.2.0
8/31/2020,"Would be more convenient if the app opened directly into the &quot;Record a Visit&quot; QR reader screen, rather than requiring this as an extra step. Otherwise works well",4,1.2.0
8/31/2020,Won't let me get past sign in as it won't accept the 6 digit access code. Keeps saying its invalid. Have Uninstaller and re installed several times. Thanks just tried again with sucess this time.,1,1.2.0
8/31/2020,Codes that never comes for me to change my password. Need fixing,1,1.2.0
8/31/2020,"Cant get it to work, only managed to scan one qr code in past week. Thats when it doesnt log me out",1,1.2.0
8/31/2020,Good app but I couldn't download it on my Samsung Galaxy J5,3,1.2.0
8/31/2020,All the passwords I have tried seem to already exist so couldnt register grrrrrrr,1,1.2.0
8/31/2020,My problem was that i couldnt even install it as it takes up too much space and my phone doesn't have much to start with. But that really isn't the app's problem it's just that it takes up a bit too much storage,3,1.2.0
8/31/2020,"This apps is useless, there is intermittent fault where the apps can't recognise the QR code even after restart. I saw the response from author's comment in the other review that the QR code must be MOH code, but I was trying to scan the Pak n Save QR code which it recognised a day ago. Same as QR code from a few other stores, it recognises the code sometimes after restart but not all the time. Sometimes it scanned successfully but without confirmation, overall an useless apps paid by tax payer",1,1.2.0
8/30/2020,Bad an good can&quot;t wait for it to disappeared.,5,1.2.0
8/30/2020,Doesn't work. On clicking the link a message appears to say web page not available.,1,1.2.0
8/30/2020,Hi can not get this app it loads then when asked to put your code in dose not work why is this happening.,1,1.2.0
8/30/2020,Has some trouble scanning some qr codes.,3,1.2.0
8/30/2020,1 big problem I've noticed is when you change phones the digital diary doesn't copy over to the new phone.,4,1.2.0
8/30/2020,Useful and quick once you've signed up with an account. I've met a few older couples that only own one email address so they can't create a separate login each because you can't use the same email for a different person. Is there a way around this? Also I have a friend with an old Samsung S2. Is this phone too old to be able to download the app. It doesn't seem to be available on the Playstore for her but it is for me?,3,1.2.0
8/30/2020,Easy to record visits,5,1.2.0
8/30/2020,Tumeke,5,1.2.0
8/30/2020,Used to work fine now can't scan bar code or do manual entry,1,1.2.0
8/30/2020,"Garbage app, tells you to sign up. Sends an email then won't accept the code sent Absolutely garbage",1,1.2.0
8/30/2020,Annoyed that I have to log in again every time I open the app. Makes using it less seamless. Even a &quot;Remember me&quot; or &quot;Remember my password&quot; tick box would help so login credentials don't need to manually entered every time. Update 31/8/20: Had to log into app again just now after only using it half an hour ago. Very frustrating to have to remember and reset password when have been using app regularly. Checked to see if there was an app update and there wasn't. Please look into this.,3,1.2.0
8/30/2020,Good,5,1.2.0
8/30/2020,Wife can't download app as device is not compatible with app. Better compatibility with older devices would be good,3,1.2.0
8/30/2020,30minutes and download still pending on S5. Will see what the new day brings,1,1.2.0
8/30/2020,Very difficult to load,1,1.2.0
8/30/2020,Sometimes it works but not always cant be bothered doing manual recording.Quite frustrating I have done updates.wondering if I should uninstall and try again.,2,1.2.0
8/30/2020,My daughter has an android 5.1 but it says it is not compatible with her phone. Any tips on how to get around it?,4,1.2.0
8/30/2020,This is a good app that is beneficial for us to stop this virus. The people that are angry that the &quot;Government is stealing their information&quot; are the same people that make a Google account that sells their information to make money. There is no real bad part to this app.,5,1.2.0
8/29/2020,Bar code only works some of the time . Now trying to reinstall app and taking for ever to load. NOW I give up. It won't load,2,1.2.0
8/29/2020,Android 5.0 isn't that old... You'd have more people using it if that issue was fixed.,3,1.2.0
8/29/2020,Seems ok so far.,4,1.2.0
8/29/2020,Works well and is quick and easy to use. I can scan the QR code or do a manual entry quickly. The most time-consuming thing is getting the phone out of my handbag and entering my cellphone pin to access the app. My old cellphone was about 8 years old and I had to upgrade to a Samsung Galaxy A11 in order to get the app. The QR app does work very well on this phone. I specifically asked for a cellphone in the Spark shop that would do this and was shown a range of cellphones that would do this reliably. The whole process took about 15 minutes in the Spark shop. The Spark sales person even downloaded the app for me. They were great. Very good customer service.,5,1.2.0
8/29/2020,Terrible - it closes every time I try to scan a code,1,1.2.0
8/29/2020,App works great really easy to use faster than signing in everywhere.,5,1.2.0
8/29/2020,Change the app so it loads up to scan straight away,2,1.2.0
8/29/2020,Easy to use,4,1.2.0
8/29/2020,I managed to downlowd the app on my work phone but not on my private. Thought it should be easy. What a joke.,1,1.2.0
8/29/2020,Good,5,1.2.0
8/29/2020,When you leave the app to check your email for the code you lose the page to put the code in then the code becomes invalid.,1,1.2.0
8/29/2020,"Awful, hard to create an account!! :(",1,1.2.0
8/29/2020,Verification code is not working. Very frustrating. Can't make it work.,1,1.2.0
8/29/2020,"I was signing up and it ask for the code so I exited out of the app to check email and I thought it will remain at that page but instead it went to the main (sign up, log in)",3,1.2.0
8/29/2020,The contact info will be safely stored on my phone. I will be contacted when a registered Corona carrier has been in my vicinity. Question: How does anyone know to contact me if my contact info is only safely stored on my phone. Something fishy here?,3,1.2.0
8/29/2020,Downloaded fine wont go past the 6 digit number on set up so deleted again.,1,1.2.0
8/28/2020,"Tried to Sign-up as a new user and realized whoever runs this service obviously don't want me to use this. It is yet another service that wants me to come up with a password that I won't remember. Why? Who wants to hack into my COVID-19 tracer account and what for? Naaah - if you want me to use it, you need to make it usable not impossible to get in. Sorry. I'm out.",1,1.2.0
8/28/2020,Very user friendly,5,1.2.0
8/28/2020,"Terrible, only works on phones with greater than 8gb storage- doesn't allow enough time to retrieve gmail log in code. Sloppy web site.",1,1.2.0
8/28/2020,Difficult to sign up No longer. Easy and efficient system. Very easy to use. Thank you.,5,1.2.0
8/28/2020,Cant get out to work,1,1.2.0
8/28/2020,Can't retrieve the code from email without closing app. Go back in login and its says wrong code because it has sent you another one.,1,1.2.0
8/28/2020,I stand in the queue watching everyone getting their green tick and I'm excited to check in and...........na.... doesnt work.,1,1.2.0
8/28/2020,"Annoyed, tried to download this for my grandmother but its not compatible with older cellphone model. Very disappointed Considering we're being told to download this for entry into businesses",1,1.2.0
8/28/2020,Based on one days use. Download and set up took 5-10 minutes. Showed non-technical spouse how to use in about 3 minutes. Was easy to use. Works well on Samsung A5 (~2015) Android 6.0.1 cell phone. The app needs short cut (bypass security) access from the lock screen (like the camera app double press home button). Good to see manual entry option. Seems easy to use. Easy to sign into a retailer with QR reader and scan again on way out to sign out of retailer. Time spent in store easy to record.,4,1.2.0
8/28/2020,"I can't use it because it simply doens't send the verification code to my email. Tryed many times, unstall and install again and didn't worked.",1,1.2.0
8/28/2020,Well this just sux won't work on older smart phones so very limited. My daughter's running Android 3.0 my friend at work has a lot newer phone won't install. Yet my daughter's android 3.0 will happly install and run the Australian covid tracer,1,1.2.0
8/28/2020,Great idea ð,4,1.2.0
8/28/2020,I always thought I hardly left the house but this tracker has helped me realise just how much outside contact I make. So it's easy to use and soon becomes a habit,5,1.2.0
8/28/2020,"Good intentions, design isn't the best I've seen. I'm in a retail store interacting with tons of people each shift and I'd like to be able to record how long I've been somewhere. Currently I don't know if the app knows when I've signed in and then left a place. Half the time I'm trying to sync this up with my Google Maps timeline but it doesn't let me distinguish between having been at a location for 10 minutes or being there for 8 hours.",3,1.2.0
8/28/2020,Doesn't always work.,2,1.2.0
8/28/2020,Is there a reason why I cannot scan the barcode?,1,1.2.0
8/28/2020,Good.,5,1.2.0
8/27/2020,Works well for the most part aside from the incomprehensible decision to make it lot people out randomly even when in regular use. Such a shame after so much extra work to make it widely distributed the app actively works to prevent regular and consistent use.,3,1.2.0
8/27/2020,"Can not seem to download app at all, have tried a number of times. Says waiting to download but nothing happens, Please help",1,1.2.0
8/27/2020,I put in my email and password and then once it's sent me the code I put the code in and it said code is invalid,1,1.2.0
8/27/2020,Works now ð,4,1.2.0
8/27/2020,Me want on nz covid tracer please help me,5,1.2.0
8/27/2020,"Poor instructions , you have to be a techno geek to understand what too do next !",1,1.2.0
8/27/2020,"If you forget your password and have to use the verification code, It takes about an hour to receive the email by that time your verification Logan has expired.",1,1.2.0
8/27/2020,I can't download app. I hit install and it just days waiting for download and never installs. I have a Samsung so it should download.,1,1.1.2
8/27/2020,"You tell us to download this app. Unfortunately it comes up error , tried so many times to download and each time error has occurred, this app SUCKS big timeð ð ",1,1.1.2
8/27/2020,"Hello, I help older people with their phones and computers. A friend said that it is difficult manually entering their location and asked if there could be an option to click a button and speak to the app. Also making the app backwards compatible for older Android versions would be a great help. Many older people have old phones.",3,1.1.2
8/27/2020,"Cannot get signed on, app does not accept my details.",1,1.2.0
8/27/2020,Can't enter verification code so that I can't use the app at all.,1,1.2.0
8/27/2020,"Went around in circles trying to install. Each time I went to retrieve the verification code it logged me out, initial code invalid and new one sent!",3,1.2.0
8/27/2020,Good app to keep track.,5,1.2.0
8/27/2020,"We have tried to down load this numerous times and it won't, mostly but once it said it had downloaded. We could not find it. So for me it is a vastly frustrating nonstarter. Compulsory it may be, but if you can't get it to work, what can you do? Be denied any public transport? No doubt I've got a setting wrong but I have no way of finding out. Aaarrrrggggh!",1,1.2.0
8/27/2020,Straight forward to setup...see there is ability to do manual entries...very good! So far seems user friendly.,5,1.2.0
8/27/2020,Useless. Access codes don't work and no developer contact. Were forced to use this piece of trash or be fined for not doing so. Can't even say yes difficult to use.,1,1.2.0
8/27/2020,Could not validate account,2,1.2.0
8/27/2020,I've tried 4 times to register. I add the code. Every time I got error messages.,1,1.2.0
8/27/2020,this app wont work on my android,1,1.2.0
8/27/2020,I cant scan can only enter manually and is a pain! Gone back to a paper dairy!,3,1.2.0
8/27/2020,"Waste of time, app downloaded but when logging in with 6 digit pin it says not a valid number despite it being sent to me a minute earlier. Gave up, won't be bothering with this...... Meanwhile, yes I got it going and to be honest its not so bad.",1,1.2.0
8/27/2020,"Once I was able to verify my email has worked as intended, is having problems getting email verified try again in a day or 2",5,1.2.0
8/27/2020,Updated: The app has worked flawlessly. Thank you devs for a job well done. Easy to sign in and create profile. Added two locations manually from earlier in the day with no issues. I've even been able to add who was with me in the text box.,5,1.2.0
8/27/2020,im on my computer now - and i logged in here just to say this is a most annoying app to login into and set-up - to the point where im deleting it and getting another app that has 5 stars -- stuff this,1,1.2.0
8/27/2020,"Cannot enter 6 digit code to create account. Just keeps saying errors occurred. Since I wrote this, I tried again a few days later, and everything is fine now",5,1.2.0
8/27/2020,"Initial issues logging in, seemed to resolve when I put a 1* rating. No problems since. Only thing i would say is the amount of time it takes before a QR can be taken seems to take forever",4,1.2.0
8/27/2020,"Was working well but today the app has now entirely deleted my diary, i now have no record of all the places i have scanned",2,1.2.0
8/27/2020,I don't trust this app was made in a hurry business record when you go to them no thanks very low rating on this app.,1,1.2.0
8/27/2020,"After hearing so much negative talk about the app, I expected it to be a pain, but it couldn't be easier to use. Others had some good ideas for possible improvements, like length of stay.",4,1.2.0
8/27/2020,The verification number does not work- Unable to log in. Have attempted to install many times- Why is this so difficult?!,1,1.2.0
8/27/2020,Seriously useless app poor functionality,1,1.2.0
8/27/2020,Stupid.. Wont scan qr code,1,1.2.0
8/26/2020,The sign up was troubling but when it finally worked it is a very good app. I'm glad it can work without the constant use of data,4,1.2.0
8/26/2020,"Very basic all. Does simple job. Like the manual entry, that's been helpful.",3,1.2.0
8/26/2020,Great to keep track of where I've been.,5,1.2.0
8/26/2020,"Quick and easy to use, especially with manual entry now available.",5,1.2.0
8/26/2020,Cannot sign in not receiving code checked junk box nothing there.,1,1.2.0
8/26/2020,Great app. Much faster and more accurate than signing a bit of paper,5,1.2.0
8/26/2020,Unable to log in now as well. Cant get code as forgotten password. I was sent 3 different codes and they still say error occurred. This has been going on for 4 weeks. Running out of patients,1,1.2.0
8/26/2020,Bloody hopeless will not work!,1,1.2.0
8/26/2020,"It says app is &quot;installed&quot;, but I do not see it installed anywhere on my phone.",1,1.1.1
8/26/2020,dont like covid want it to go away,1,1.2.0
8/26/2020,Absolutely useless have tried 4 times to get app but continues to come back with something went wrong try again have given up now,1,1.2.0
8/26/2020,"# WARNING # Meizu M3 Note & M5 Note users - This ap does not like this phones really stuffs up phones bad. Very shame because really want to use, dont know if another NZ tracer ap available. Thank",1,1.2.0
8/26/2020,Easy to use when it hasn't randomly logged out while away from home.,3,1.2.0
8/26/2020,"You need 2 devices to set it up. They send the confirmation code to your email, then when you go into your email to get the code then go back to the app you have to start again. So stupid why don't they put a link in the email like most companies do. Would make it easier.",1,1.2.0
8/26/2020,It is no good download it I can't rest the password,1,1.2.0
8/26/2020,"To clarify my earlier comment: Incomplete and therefore not very useful. Incomplete because QR codes are not everywhere like at people's homes, parties, public places or wherever it's possible to get the virus. Furthermore the user must be vigilant and remember to scan which realistically is often not going to happen. This app needs an optional GPS based continuous recording of location (optional to not frighten away paranoid people) which would provide much better contact tracing info.",1,1.2.0
8/26/2020,"A little bit glitchy, but it seems to work alright. I can't help but feel a confirmation email code is a little overkill. At least send it via sms.",4,1.2.0
8/26/2020,Simple and safe app. We can all work together to beat this virus.,5,1.2.0
8/26/2020,"Thank you for the email saying my file got deleted and I did what the email stated as I wanted to put the app back on my Samsung Galaxy phone . But once I requested a code number, it was the same problem again. Really frustrating as I prefer not to ring up again , then send an email again to waste my time. I thought safety was crucial but it looks like it not.",3,1.2.0
8/26/2020,"This app won't let me verify my email with the 6 digit code, so can't log in. 26/8/20 Got it sorted and using now. Cheers",1,1.2.0
8/26/2020,"Works well for me, scans very fast",5,1.2.0
8/26/2020,Poor design,1,1.2.0
8/26/2020,Couldn't use the QR reader. Difficult to reset.,1,1.2.0
8/26/2020,Very easy to use.,5,1.2.0
8/26/2020,"Doesn't want to download, very frustrating!!!",1,1.2.0
8/26/2020,"I was slow to download this because of all the bad reviews, but it seems that they have fixed all the common complaints people were giving. This app works really well now and is very easy to use. I do recommend it, it'll help keep us all safe. Would have given it five stars except I think it would really benefit from the option to edit diary entries after the fact - e.g. if you want to go back and add a note that you remembered about a visit, or if you got a detail wrong and want to correct it.",4,1.2.0
8/26/2020,I cannot get the phone to acept the phone type. It cannot work if it will not allow us to enter the phonr make.,1,1.2.0
8/26/2020,"We could have the option to share anonymously our diary voluntarily, this will help the ministry to keep a picture of movements of people around communities with outbreaks and adjacent communities whom people may feel they have been around hot spots places. Why don't you add the possibility to sign in with Facebook and/or Google accounts implementing a function to link this accounts to NZ Covid-19 tracer app? It will still be optional but you can at least allow people to voluntarily help.",5,1.2.0
8/26/2020,This app doesn't work on Android 5 or lower. Is there a technical reason why? Our family has 4 Samsung galaxy S4 phones that can't use this app (sad face),1,1.2.0
8/26/2020,Can't get new code as first one sent app would not accept?,1,1.2.0
8/26/2020,Have not been able to sign in. It will not accept a password no matter how many ridiculous ones I try!,1,1.2.0
8/26/2020,Too easy....,5,1.2.0
8/25/2020,"I like how you can manually enter now but I think adding a leaving time would benefit so we can get notifications if someone comes into the place after us but we are there at the same time. In reply to you guys, can't do a leaving time when scanning a barcode or edit the manual entry either and can't always know a leaving time.",4,1.2.0
8/25/2020,Almost impossible to download with a vision impaired person and one that does not have a computer,1,1.2.0
8/25/2020,"Five stars for intentions, three stars for delivery. Needs a way to manually add locations, which apparently is coming out with a future upgrade shortly. Aug 25 update: Manual update is better than the auto update in my view , because I can add notes. What would be helpful is being able to review the places I visited, I sometimes can't recall if I have recorded a visit. Also, I'd like to add notes (for example who I met, or that the staff on the ferry weren't wearing a mask).",5,1.2.0
8/25/2020,"Probably due to high signup volumes, I had a very error prone signup with frequent failures at various steps of the process. Once setup it works well. Biggest current issue this app not being offered on my wife's older phone due to her phone having an older version of Android.",3,1.2.0
8/25/2020,Had to set up a new account but it works fine now... Still have friends that have a lot of problems with it though.,3,1.2.0
8/25/2020,Total rubbish. Told to download as part of workplace H/S. Will not use.,1,1.2.0
8/25/2020,Not well developed tried so many times and it just useless,1,1.2.0
8/25/2020,WI'll not down load been trying for (3)three days,1,1.2.0
8/25/2020,ð,5,1.2.0
8/25/2020,"on first install the app would crash out and not able to record QA codes. A few days late it started working again. Since then has been very easy to use and I like that I can see my visit records. As feedback to the developer, I would like to programme the QR code onto a NFC sticker but the url is too long for the stickers I have. A short code url would be handy.",5,1.2.0
8/25/2020,Stupid.. When I put in the 6 digit code it says wrong...,1,1.2.0
8/25/2020,Simple and easy to use. Does most things you need it to do.,4,1.2.0
8/25/2020,"A recent update seems to have fixed the poor QR code recognition in this app. Most of the time the scan didn't work on my S9+. Seemed to be working well now. Half the time it just doesn't work before. I still maintain if the QR code isn't recognised by the app (if it is not an officially registered govt issued QR code), it should say so rather than leaving the user trying to change angles for ages",4,1.2.0
8/25/2020,I have tried over and over to get this app! Everytime I get the code sent to my email address it won't recognise the code I even got it sent to another device and it still won't work! Very frustrating! Not going to bother now! Which is a shame as I genuinely want to use it! Make it more user friendly for some of us less tech savvy perhaps? Very Poor!,1,1.2.0
8/25/2020,Good app. Have not had one problem with it at all. I hear all the bad press on this app that people are not using it as its a bad app. Its not the app. Its the people not using it..,5,1.2.0
8/25/2020,"This app is useless to set up by the time you go to your email and put your code in sent by email all your login details disappear.I tried 3 times to set it up.This is NOT easy not user friendly.Try to do the right thing,why bother.",1,1.2.0
8/25/2020,Very important for all NZ people,5,1.2.0
8/25/2020,It's now working and it's good since I have chrons and on immune surpressnets,5,1.2.0
8/25/2020,I couldn't figure out how to use it while at supermarket.Gave up in the end. Absolutely deserves a 5 star rating. I was not using it properly. Brilliant app to help keep us safe.,1,1.2.0
8/25/2020,Literally doesn't work. Attempted to scan barcode and it wouldn't register.,3,1.2.0
8/25/2020,"works fine with newer android versions. suggest independent Bluetooth chip card suitable for young and old. too many people missing out with mobile app. depends on individuals accuracy and responsibility. A multifunctional card: health care ID? (international standard... showing vaccinations, c19 test status, tracking record, travel information....",3,1.2.0
8/25/2020,Couldn't get the past the sign in stage couldn't put in the verification code kept coming up error All good now thanks,4,1.2.0
8/25/2020,Useless doesnt even let you sign up. Waste of time! Then they email to say rubbish. Dont waste ur time on this app,1,1.2.0
8/25/2020,Its good and can help us with coronavirus in NZ so its overall hood,5,1.2.0
8/25/2020,Quick and easy certainly works a lot better now than last time,5,1.2.0
8/25/2020,"Pretty okay. Trace yourself, dicks.",4,1.2.0
8/25/2020,Totally useless am absolutely frustrated,1,1.2.0
8/25/2020,"Hubby and I share an email address, so he's joined up which means I can't!",1,1.2.0
8/25/2020,"Easy to setup and use, didn't have the problems other people have had with the setup",5,1.2.0
8/24/2020,Easy to use.,5,1.2.0
8/24/2020,"Hi to the Boffins behind the scenes. I've been trying for several days, off & on, to install this Covid19 Tracer app to my Android phone. My laptop computer screen tells me it is Installed. My SmartPhone says the programme is installed. But, no Covid Logo appears on my phone screen, for me to tap and access, and use. Have asked for help from a local staff member, more savvy than me. She can't make it work either. Seems I need to go to VodaFone when Lockdown is reduced to L2 next week for help with the settings. I anticipate a long queue, adding to the problems. Can you just send a 'community Covid tracer card' instead? Advise please!! Mrs Jean Whyte. 09 962 4343",2,1.2.0
8/24/2020,Worst installation advice I have ever had the misfortune to attempt,1,1.2.0
8/24/2020,I've been using this app since the beginning & happy to see improvements. Can u add a feature so we can see all our movements for the day? Sometimes at end of day I cant remember if I recorded every place I visited,4,1.2.0
8/24/2020,Need flash light to scan on dark time,4,1.2.0
8/24/2020,"POS doesn't recognize any of the QR codes I have used it on , ffs how long does it take to get it right",1,1.2.0
8/24/2020,Didnt wrk at all,1,1.2.0
8/24/2020,The scan / camera function component of this app isn't working on my phone. And I have the latest version of the app too. I have an S8 - is there any fix for this?,1,1.2.0
8/24/2020,This been 2 week 4 me trying to sign up but password doesn't work i did not receive notifications code either it's useless.,1,1.2.0
8/24/2020,Dsz,4,1.2.0
8/24/2020,"I like the idea but often, the QR codes I scanned didn't register. Typing in the place should also be an option",1,1.0.2
8/24/2020,Wont even download wast of time,1,1.2.0
8/24/2020,The thing scans the code and keeps saying the code isn't valid ...and it happened everywhere. Completely useless,1,1.2.0
8/24/2020,"sometimes the qr code scanner does not work at all and sometimes it does, it doesn't work more than it does unfortunately. The other features seem to work fine but it can be annoying to have to manually journal things when the main feature is the scanner.",3,1.2.0
8/24/2020,Great so easy to use,5,1.2.0
8/23/2020,"Just very difficult to load the App. I want to use it, but have given up trying",1,1.2.0
8/23/2020,Need to log in just to use it... ridiculous concept fir a public health tracing solution... esp when out and about with no access to password logs ffs.,1,1.2.0
8/23/2020,Absolute rubbish every time I went to put in my 6 digit number it came back as not valid too hard,1,1.2.0
8/23/2020,The app is fine but it doesn't record how long you have been in a place which would be helpful for knowing how many people you may have overlapped with. The app should be set up to allow you to sign out as well. It would then record the time gap between the scans as long as it was the same qr code.,4,1.2.0
8/23/2020,Excellent,5,1.2.0
8/23/2020,Code verification code will not work at all ..tried numerous times as have the tech at spark,2,1.2.0
8/23/2020,Doesn't let me scan stores qr codes so have to manually enter zzz,3,1.2.0
8/23/2020,Not too bad. Really easy to use,5,1.2.0
8/23/2020,Easy to use.,4,1.2.0
8/23/2020,"Very easy to use. Love that it's not reliant on data at time of capturing QR codes. I'd like to see the addition of 'dependants', so you can click which of your dependents were present on your visits (as young children especially don't often have access to a phone). As memory is not always reliable, this would make tracing retrospectively far more accurate then trying to remember which dependent was with you on which day, at what location etc.",3,1.2.0
8/23/2020,This is second time Ive downloaded app and tried to register. Doesnt accept p/word so asked to reset. Asked several times to send code. Says its been sent but not turned up in In box or Spam. Giving up now. Will rely on manual diary.,1,1.2.0
8/23/2020,App can't read most of codes. Seems to be software issue as turning off and on phone makes it work again.,1,1.2.0
8/23/2020,"The app needs a lot of manual interaction, why not use GPS or link with Google location sharing which already knows where I've been and when. It should also allow immediate anonymous use to encourage uptake, surely the app can still provide a notification to an anonymous user if tracing is required, then the user can provide their contact details at that point. Registration was easy, not sure why others have difficulty there. Not sure why this app took ages to develop, it is basic.",3,1.2.0
8/23/2020,Deleted app as they share info with others eg. IRD,1,1.2.0
8/23/2020,"Tried to get number verication, kept sending new numbers , on entering kept saying error had occurred , i give up, wasted 3 days on this app",1,1.2.0
8/23/2020,Gran hermana te estÃ¡ mirado,1,1.2.0
8/23/2020,I have been unable to get the app to recognize the code from the email. Thought it was fat fingers but twice now resent code. Now it has locked me out from going any further with registration. How do I get this sorted. My colleague here has abandoned her attempt and she's a nerd..,1,1.2.0
8/23/2020,Initially could not add own name or number so skipped it and added it later when installed on the phone instead. Now working well.,3,1.2.0
8/23/2020,I have licked all door knobs to prevent anyone from getting covid,5,1.2.0
8/23/2020,Excellent app for pandemic,5,1.2.0
8/23/2020,Excellent app will help prevent future cases as long as we all social distance sensibly and has 4 star until improved and updated!,4,1.2.0
8/23/2020,"After my second attempt to get this app to work, I had success!",4,1.2.0
8/23/2020,"Simple to use. Couple gripes ; the manual record entry doesn't have an edit option, so you can't fix errors. And there is a check in time but no check out?",3,1.2.0
8/23/2020,It won't let me reset the password. It's says that an error occurred. How do I log into an account where I have forgotten the password but want to use the same email address?,2,1.2.0
8/23/2020,Very quick to scan.,4,1.2.0
8/23/2020,Labour can bugger off,1,1.2.0
8/23/2020,App now working after I powered off phone and rebooted. Key is to firmly press scan button and then wait several seconds for the camera to show the barcode. Not an instant response like most apps.,4,1.2.0
8/23/2020,"I don't see the point of when can't have a QR code on our property, if someone goes to a store and then 5 private homes that don't have codes then I am missing the point. And it doesn't even read regular QR codes. Second instillation and still no ability to scan at private residences. Gets boring real quick having to enter it manually.",2,1.2.0
8/23/2020,Would be good if you could download the whole thing. The number that you have to get doesnt work. Used 6 numbers that were sent,1,1.2.0
8/23/2020,Easy to get,4,1.2.0
8/23/2020,Good ðð¿,5,1.1.1
8/22/2020,Won't scan QR codes. Tried several times with several different codes and places and it isn't working for me. All permissions allowed on my phone for the app.,2,1.2.0
8/22/2020,"Great for the first 3 times. Then didn't work until I closed it and opened again for the 4th. Since then nothing. Couldn't find any information except check for latest update (yes, I have it) and don't uninstall and reinstall which is my other go-to. ð¡",1,1.2.0
8/22/2020,Cool,3,1.2.0
8/22/2020,"Very poor app. If you make the mistake of downloading this app via play store and try to get the confirmation code from your email via phone, sign up will fail and your email address stays active but you cannot log in. Very poorly designed log in system, that doesn't appeal to user. . After awhile they suggest registering via webpage as playstore won't work. Even then sign up may take a long time while you wait for the code to arrive (up to 15+ mins!!)",1,1.2.0
8/22/2020,"Who has a password they remember 10 characters long with an upper case. Who's going to be interested in hacking into my covid tracer, also please make a feature where you can see the password, this isn't 2010, a lot of people are signing up at home, who's looking over their shoulder, makes it a lot easier for the elderly who this app is the most important for, i haven't signed up and won't do until the passwords length is changed, to a maximum of 8 character preferably 6",1,1.2.0
8/22/2020,Scanning Qr codes works very seldomly,1,1.2.0
8/22/2020,Easy download. Simple az.,5,1.2.0
8/22/2020,The confirmation code sent to my emai doesn't works.,1,1.2.0
8/22/2020,Good,5,1.2.0
8/22/2020,Easy to use and had no problems.,5,1.2.0
8/22/2020,"App won't down load to to my older samsung. Should be made available to all devices, new and old",1,1.2.0
8/22/2020,Worked great until level 2 then booted me and I'm unable to log in again. Will try to reinstall but missed recording a few visits.,1,1.2.0
8/22/2020,"Easy to use, fast to add places ive been. Seems pretty easy and straightforward compared to what ive heard",4,1.2.0
8/22/2020,Tried to open app many times. No go,1,1.2.0
8/22/2020,Cant get past password put in new password a it says it's wrong????????,1,1.2.0
8/22/2020,Nice and easy.,5,1.2.0
